OrderID,CustomerID,ProductCategory,OrderValue,OrderDate,Region,PaymentMethod
1101,C1813,Beauty,40786.32,2024-11-04,West,COD
1102,C1827,Apparel,37233.04,2024-10-31,West,Debit Card
1103,C1013,Toys,31954.54,2024-11-06,West,Wallet
1104,C0980,Home & Kitchen,22104.66,2024-10-07,South,Debit Card
1105,C1376,Home & Kitchen,44671.74,2024-09-11,South,Credit Card
1106,C0948,Books,34757.7,2024-11-30,South,UPI
1107,C1700,Books,16676.89,2024-10-30,West,UPI
1108,C0848,Toys,21122.15,2024-11-14,North,COD
1109,C1559,Books,492.62,2024-10-16,East,Net Banking
1110,C1717,Beauty,37425.28,2024-11-09,Central,Credit Card
1111,C2000,Apparel,13791.18,2024-11-02,North,Net Banking
1112,C1377,Sports,34020.27,2024-10-22,South,Net Banking
1113,C0523,Beauty,26798.36,2024-10-21,Central,COD
1114,C2716,Electronics,4379.58,2024-10-25,South,Net Banking
1115,C0745,Electronics,13154.78,2024-10-12,South,Net Banking
1116,C1339,Home & Kitchen,38108.24,2024-10-19,East,Net Banking
1117,C1034,Toys,4277.93,2024-09-03,Central,UPI
1118,C1434,Apparel,32576.18,2024-11-23,North,UPI
1119,C1013,Apparel,41992.6,2024-11-19,South,Credit Card
1120,C0518,Books,33538.05,2024-11-12,South,Net Banking
1121,C2866,Home & Kitchen,38390.53,2024-09-22,Central,COD
1122,C2943,Electronics,38933.04,2024-09-21,East,UPI
1123,C2371,Electronics,46457.58,2024-11-13,West,Net Banking
1124,C2929,Apparel,3983.62,2024-11-28,South,UPI
1125,C2856,Toys,15217.82,2024-11-27,Central,UPI
1126,C2319,Toys,2244.24,2024-11-08,West,Wallet
1127,C1518,Electronics,25395.85,2024-10-14,North,Net Banking
1128,C2008,Electronics,21788.47,2024-10-17,West,Wallet
1129,C0627,Books,8970.62,2024-11-06,East,COD
1130,C2205,Toys,24277.18,2024-10-26,Central,Debit Card
1131,C1321,Toys,12424.66,2024-09-12,East,Net Banking
1132,C0999,Toys,23341.48,2024-11-18,West,Debit Card
1133,C0118,Books,42576.45,2024-09-24,West,Credit Card
1134,C1454,Toys,13064.95,2024-10-06,Central,Wallet
1135,C1132,Beauty,704.53,2024-09-25,North,Credit Card
1136,C2950,Books,24530.18,2024-10-01,West,Wallet
1137,C2916,Books,22518.09,2024-09-03,North,Debit Card
1138,C0908,Books,34650,2024-10-10,Central,Debit Card
1139,C1939,Beauty,26638.91,2024-10-25,Central,Debit Card
1140,C1442,Sports,22795.51,2024-10-10,East,Credit Card
1141,C0495,Sports,9789.7,2024-09-16,Central,Wallet
1142,C0759,Apparel,10974.96,2024-11-01,East,Wallet
1143,C2415,Toys,26325.92,2024-10-07,North,Credit Card
1144,C1214,Apparel,18170.88,2024-10-09,North,Wallet
1145,C2188,Apparel,13859.7,2024-09-07,Central,Debit Card
1146,C2857,Apparel,31964.91,2024-11-02,North,UPI
1147,C2352,Home & Kitchen,23574.97,2024-10-27,East,Credit Card
1148,C0211,Home & Kitchen,47063.97,2024-11-01,North,UPI
1149,C1642,Books,3888.29,2024-11-20,North,Credit Card
1150,C0612,Toys,28228.41,2024-10-09,North,Credit Card
1151,C0486,Beauty,38268.28,2024-11-17,Central,COD
1152,C0925,Toys,26223.11,2024-10-28,West,Debit Card
1153,C2411,Books,15406.94,2024-11-19,North,COD
1154,C0407,Toys,10546.84,2024-09-28,East,Wallet
1155,C0333,Apparel,12144.29,2024-11-10,North,Credit Card
1156,C0011,Books,22634.08,2024-11-16,West,Debit Card
1157,C0134,Apparel,14546.62,2024-10-07,West,UPI
1158,C2816,Apparel,46209.77,2024-11-20,Central,Wallet
1159,C0811,Books,5914.86,2024-09-29,South,Debit Card
1160,C0583,Electronics,3168.97,2024-10-10,Central,Wallet
1161,C2332,Home & Kitchen,22068.84,2024-10-30,East,Wallet
1162,C1649,Home & Kitchen,25122.51,2024-11-03,West,UPI
1163,C2450,Electronics,44492.26,2024-10-12,Central,Debit Card
1164,C0106,Electronics,11599.44,2024-11-26,Central,COD
1165,C0085,Toys,33678.62,2024-10-05,Central,UPI
1166,C0718,Books,26043.4,2024-10-27,East,Credit Card
1167,C2398,Books,31811.28,2024-11-02,North,Net Banking
1168,C1426,Books,16797.76,2024-11-25,North,Credit Card
1169,C1351,Books,34743.95,2024-10-07,West,COD
1170,C0151,Books,4584.38,2024-10-03,East,UPI
1171,C1656,Toys,25825.89,2024-09-01,Central,Net Banking
1172,C1693,Electronics,9540.61,2024-10-17,Central,Net Banking
1173,C2562,Books,38046.53,2024-09-27,East,COD
1174,C0537,Home & Kitchen,22017.18,2024-11-29,West,UPI
1175,C0119,Sports,30520.81,2024-10-01,South,Debit Card
1176,C2257,Electronics,27701.12,2024-09-12,South,UPI
1177,C1891,Electronics,32454.94,2024-09-20,West,Wallet
1178,C1196,Beauty,35328.5,2024-10-24,West,Net Banking
1179,C0999,Books,27652,2024-10-20,South,COD
1180,C2082,Sports,43989.45,2024-09-09,East,Net Banking
1181,C1393,Toys,25484.34,2024-09-01,East,Wallet
1182,C1223,Toys,29428.5,2024-11-24,West,Credit Card
1183,C1830,Beauty,24319.2,2024-10-13,Central,COD
1184,C1546,Books,46655.04,2024-09-25,South,COD
1185,C1569,Apparel,42828.45,2024-10-23,North,Debit Card
1186,C1938,Sports,45687.82,2024-10-19,West,Wallet
1187,C2671,Apparel,24866.37,2024-09-05,South,COD
1188,C2418,Home & Kitchen,43510.08,2024-10-27,North,COD
1189,C1872,Electronics,36176.7,2024-10-23,South,UPI
1190,C1924,Toys,48465.34,2024-10-14,Central,Wallet
1191,C1629,Sports,4198.7,2024-10-13,Central,Net Banking
1192,C1298,Sports,35991.13,2024-11-02,Central,UPI
1193,C2530,Electronics,11890.56,2024-11-27,East,Credit Card
1194,C0371,Books,48920.22,2024-11-21,North,Net Banking
1195,C0682,Sports,15112.41,2024-09-04,North,Debit Card
1196,C0230,Home & Kitchen,18050.47,2024-10-26,South,Credit Card
1197,C2176,Books,28382.22,2024-09-24,South,Credit Card
1198,C0324,Beauty,43566.81,2024-11-19,South,Net Banking
1199,C2389,Apparel,11761.98,2024-11-21,East,Net Banking
1200,C1046,Sports,666.99,2024-10-30,East,Wallet
1201,C2239,Apparel,3877.32,2024-10-15,Central,Debit Card
1202,C2618,Books,34576.61,2024-10-29,East,Credit Card
1203,C1576,Toys,24262.76,2024-10-01,West,COD
1204,C1471,Beauty,14933.45,2024-11-29,East,UPI
1205,C2697,Books,13868.12,2024-11-12,North,COD
1206,C2035,Toys,45225.93,2024-10-07,South,COD
1207,C1444,Apparel,31902.57,2024-11-19,East,Wallet
1208,C2953,Toys,33026.24,2024-09-18,North,Wallet
1209,C2648,Electronics,15583.86,2024-10-27,North,COD
1210,C1495,Sports,6743.31,2024-10-08,East,Wallet
1211,C1702,Apparel,10198.58,2024-11-09,East,COD
1212,C2056,Home & Kitchen,41556.54,2024-10-03,West,Debit Card
1213,C1388,Toys,5934.45,2024-09-10,South,Credit Card
1214,C2771,Sports,33784.43,2024-10-21,Central,Debit Card
1215,C0370,Toys,19848.81,2024-10-04,Central,UPI
1216,C1863,Home & Kitchen,33705.85,2024-11-26,East,COD
1217,C1561,Toys,31998.75,2024-10-18,North,Wallet
1218,C0958,Books,1445.23,2024-11-11,East,COD
1219,C0907,Sports,3347.21,2024-10-30,East,Wallet
1220,C1673,Electronics,7159.9,2024-09-05,East,Net Banking
1221,C0476,Electronics,11892.04,2024-11-08,South,Net Banking
1222,C1859,Home & Kitchen,33589.21,2024-11-29,Central,Net Banking
1223,C2406,Sports,36383.64,2024-10-24,North,Net Banking
1224,C2522,Books,46963.84,2024-10-06,North,Wallet
1225,C1518,Apparel,22279.48,2024-10-01,East,UPI
1226,C2809,Home & Kitchen,27313.4,2024-11-22,East,UPI
1227,C1631,Home & Kitchen,9651.47,2024-09-16,West,UPI
1228,C2715,Apparel,32155.88,2024-11-16,North,UPI
1229,C1367,Apparel,49442.28,2024-11-12,South,UPI
1230,C2271,Apparel,29400.88,2024-09-30,East,Credit Card
1231,C2442,Electronics,14007.29,2024-09-19,South,COD
1232,C1027,Toys,8888.96,2024-11-24,North,Credit Card
1233,C0061,Home & Kitchen,39540.24,2024-10-01,Central,Debit Card
1234,C0065,Apparel,13414.3,2024-09-17,West,COD
1235,C0466,Sports,3364.19,2024-10-28,East,COD
1236,C2432,Electronics,22708.87,2024-09-29,Central,UPI
1237,C2979,Toys,45454.83,2024-11-24,Central,Debit Card
1238,C1877,Sports,48207.5,2024-09-08,West,Net Banking
1239,C1747,Sports,5575.5,2024-10-27,North,UPI
1240,C1320,Beauty,7586.02,2024-09-17,East,COD
1241,C2594,Beauty,27507.15,2024-10-12,West,COD
1242,C2174,Home & Kitchen,22794.03,2024-11-17,West,UPI
1243,C2875,Electronics,42668.08,2024-11-23,Central,Wallet
1244,C0881,Books,22686.43,2024-09-30,West,Debit Card
1245,C1858,Books,20915.28,2024-09-13,East,Net Banking
1246,C1281,Sports,12892.51,2024-09-20,West,UPI
1247,C0374,Toys,4450.14,2024-10-26,North,Wallet
1248,C1527,Toys,6678.75,2024-09-08,Central,COD
1249,C2301,Home & Kitchen,33565.66,2024-10-23,East,Wallet
1250,C1733,Toys,45808.01,2024-09-07,East,COD
1251,C1280,Home & Kitchen,5358.31,2024-11-04,South,Credit Card
1252,C2690,Books,11366.39,2024-09-14,East,COD
1253,C1506,Electronics,38176.76,2024-11-13,South,Net Banking
1254,C2298,Toys,40956.66,2024-11-18,Central,UPI
1255,C2495,Sports,41506.15,2024-10-05,North,Credit Card
1256,C1120,Sports,38166.99,2024-10-14,East,UPI
1257,C0744,Toys,7332.92,2024-11-24,West,UPI
1258,C0582,Sports,31730.97,2024-09-04,North,Wallet
1259,C2173,Apparel,18933.48,2024-10-29,East,Credit Card
1260,C1516,Home & Kitchen,36134.48,2024-11-12,Central,UPI
1261,C0216,Apparel,8038.01,2024-11-19,North,Wallet
1262,C0335,Home & Kitchen,22266.03,2024-10-25,West,COD
1263,C1811,Books,13802.71,2024-11-05,North,Debit Card
1264,C1761,Electronics,14304.67,2024-11-26,Central,Net Banking
1265,C2159,Sports,15558.29,2024-09-29,West,COD
1266,C0225,Electronics,10379.27,2024-09-28,South,Debit Card
1267,C1186,Home & Kitchen,6174.22,2024-11-03,West,Credit Card
1268,C0530,Books,26721.6,2024-09-30,Central,COD
1269,C2737,Toys,17836.53,2024-10-21,North,Net Banking
1270,C0077,Books,46072.89,2024-10-11,Central,Net Banking
1271,C2349,Books,35532.05,2024-10-24,East,UPI
1272,C1660,Electronics,48315.74,2024-09-22,Central,Net Banking
1273,C2825,Home & Kitchen,4587.87,2024-09-14,South,Net Banking
1274,C2413,Books,26292.33,2024-10-21,East,Wallet
1275,C1391,Apparel,16785.82,2024-09-22,North,COD
1276,C2594,Electronics,26623.12,2024-09-25,East,Debit Card
1277,C2980,Toys,32342.06,2024-09-19,South,UPI
1278,C0600,Home & Kitchen,10023.14,2024-11-17,South,Wallet
1279,C0309,Apparel,47573.35,2024-11-20,West,Net Banking
1280,C2310,Toys,29056.51,2024-11-27,Central,Wallet
1281,C2603,Beauty,16294.77,2024-11-20,East,Credit Card
1282,C1802,Electronics,23551.27,2024-11-20,East,Debit Card
1283,C2423,Electronics,17725.72,2024-09-10,East,Net Banking
1284,C1852,Electronics,3032.12,2024-10-07,North,Wallet
1285,C0370,Beauty,29784.17,2024-10-20,West,COD
1286,C2271,Toys,36997.27,2024-09-06,West,COD
1287,C2670,Apparel,16211.03,2024-10-31,Central,Credit Card
1288,C0254,Books,5353.39,2024-10-14,North,COD
1289,C2647,Apparel,2148.28,2024-11-30,West,Net Banking
1290,C2147,Beauty,30567.31,2024-10-17,East,Debit Card
1291,C1587,Books,38767.35,2024-11-26,Central,UPI
1292,C2585,Sports,16864.54,2024-10-13,North,COD
1293,C2779,Books,14349.52,2024-11-24,Central,Credit Card
1294,C1366,Electronics,29219.43,2024-09-19,East,Debit Card
1295,C2688,Sports,33173.33,2024-09-17,Central,Wallet
1296,C0348,Home & Kitchen,28033.32,2024-11-22,East,Credit Card
1297,C2745,Sports,41481.16,2024-11-27,Central,UPI
1298,C2647,Sports,21284.64,2024-10-17,North,Debit Card
1299,C1266,Apparel,47567.23,2024-10-14,West,Credit Card
1300,C0928,Apparel,7915.27,2024-10-08,North,COD
1301,C2211,Toys,36983.47,2024-11-07,North,Wallet
1302,C1380,Toys,30976.97,2024-11-16,West,Credit Card
1303,C0665,Apparel,41599.98,2024-11-19,South,Wallet
1304,C1793,Electronics,20659.76,2024-11-26,South,Net Banking
1305,C2501,Home & Kitchen,37668.08,2024-10-28,South,COD
1306,C0980,Home & Kitchen,48285.71,2024-10-31,South,Debit Card
1307,C2779,Beauty,49224.1,2024-10-30,East,Net Banking
1308,C2060,Beauty,21048.31,2024-09-21,South,COD
1309,C0567,Toys,12649.16,2024-11-22,West,Debit Card
1310,C2272,Electronics,35626.77,2024-11-06,North,Debit Card
1311,C0344,Toys,8182.55,2024-10-28,Central,Credit Card
1312,C1792,Electronics,47330.38,2024-09-29,West,Debit Card
1313,C0110,Books,2851.19,2024-11-04,East,Credit Card
1314,C1582,Electronics,18869.65,2024-09-04,East,UPI
1315,C2928,Sports,16896.46,2024-09-19,South,UPI
1316,C1176,Toys,23727.26,2024-09-18,West,Net Banking
1317,C2521,Electronics,45310.7,2024-09-03,East,Credit Card
1318,C0613,Beauty,47022.25,2024-11-17,Central,Net Banking
1319,C0456,Toys,14546.46,2024-10-09,North,UPI
1320,C0977,Books,32018.8,2024-11-19,West,UPI
1321,C0455,Toys,45275.31,2024-11-16,Central,UPI
1322,C2589,Beauty,28836.36,2024-09-19,East,Net Banking
1323,C0007,Beauty,17769.24,2024-11-13,West,Credit Card
1324,C2722,Sports,4462.57,2024-10-17,North,COD
1325,C2229,Beauty,39362.33,2024-11-04,Central,UPI
1326,C1600,Toys,23611.73,2024-11-21,West,Debit Card
1327,C1039,Sports,1007.86,2024-09-09,East,Credit Card
1328,C2692,Sports,5361.46,2024-11-14,East,Credit Card
1329,C0182,Home & Kitchen,27390.48,2024-11-22,South,Wallet
1330,C1904,Sports,24029.85,2024-09-24,South,UPI
1331,C2933,Toys,47190.54,2024-09-05,East,Credit Card
1332,C0180,Toys,10132.6,2024-09-06,East,Debit Card
1333,C2112,Books,49457.31,2024-11-09,West,Debit Card
1334,C0150,Toys,32414.64,2024-10-07,East,UPI
1335,C2686,Home & Kitchen,13805.19,2024-10-18,West,Net Banking
1336,C1802,Books,17083.02,2024-09-24,West,Wallet
1337,C2038,Home & Kitchen,46229.66,2024-11-06,East,UPI
1338,C2979,Books,4129.56,2024-11-17,South,COD
1339,C1204,Home & Kitchen,5308.38,2024-10-12,East,Debit Card
1340,C1827,Beauty,35938.61,2024-09-22,West,Debit Card
1341,C1832,Electronics,36394.36,2024-10-16,Central,Net Banking
1342,C1125,Sports,49004.36,2024-09-08,North,Wallet
1343,C2612,Books,18291.89,2024-11-26,South,UPI
1344,C0585,Toys,30456.13,2024-10-27,North,Credit Card
1345,C0276,Apparel,38969.07,2024-10-17,East,Net Banking
1346,C2324,Electronics,30332.72,2024-11-26,West,Debit Card
1347,C1524,Books,38200.61,2024-11-13,South,COD
1348,C1504,Books,15855.39,2024-10-06,South,UPI
1349,C0107,Sports,9464.19,2024-11-06,West,COD
1350,C0483,Home & Kitchen,38792.23,2024-11-30,West,Credit Card
1351,C2507,Home & Kitchen,34759.24,2024-11-02,South,UPI
1352,C0556,Toys,3886.79,2024-09-23,West,UPI
1353,C2794,Toys,49330.42,2024-11-25,East,Wallet
1354,C0266,Beauty,27199.13,2024-10-09,South,Wallet
1355,C2907,Sports,31956.46,2024-10-17,Central,Credit Card
1356,C0498,Apparel,39643.87,2024-10-01,West,UPI
1357,C1479,Beauty,28698.41,2024-10-30,Central,Credit Card
1358,C2507,Electronics,3473.26,2024-10-21,West,COD
1359,C1683,Toys,20588.79,2024-11-13,North,Credit Card
1360,C1299,Sports,3892.42,2024-10-30,Central,Debit Card
1361,C0526,Toys,39056.09,2024-11-21,Central,Credit Card
1362,C0529,Books,25241.62,2024-09-08,North,COD
1363,C0627,Home & Kitchen,8398.92,2024-10-12,South,Debit Card
1364,C2126,Home & Kitchen,42326.5,2024-10-03,South,Wallet
1365,C2257,Home & Kitchen,6432.48,2024-10-09,Central,COD
1366,C0383,Beauty,32120.17,2024-11-15,Central,Credit Card
1367,C0702,Sports,31298.06,2024-11-17,East,COD
1368,C0169,Toys,43215.3,2024-09-11,North,Wallet
1369,C2363,Home & Kitchen,32625.27,2024-11-13,West,COD
1370,C2618,Electronics,25001.3,2024-11-20,Central,Debit Card
1371,C2630,Home & Kitchen,24249.65,2024-11-27,West,Debit Card
1372,C1858,Electronics,34491.96,2024-09-21,West,Net Banking
1373,C1984,Books,10359.35,2024-11-17,South,Debit Card
1374,C2943,Home & Kitchen,36762.15,2024-10-15,West,Credit Card
1375,C1518,Beauty,28169.23,2024-10-11,South,Net Banking
1376,C0502,Home & Kitchen,22588.88,2024-09-19,North,UPI
1377,C1189,Books,43234.36,2024-10-24,South,Credit Card
1378,C1342,Beauty,36111.2,2024-09-25,South,Net Banking
1379,C2109,Books,25037.23,2024-10-10,West,UPI
1380,C0369,Books,25370.13,2024-10-01,South,COD
1381,C1446,Electronics,2715.91,2024-11-03,Central,Wallet
1382,C2755,Books,14429.27,2024-09-02,North,Net Banking
1383,C0549,Home & Kitchen,36428.9,2024-10-22,East,UPI
1384,C1641,Electronics,28599.03,2024-09-25,East,COD
1385,C1183,Electronics,19439.17,2024-10-28,Central,Debit Card
1386,C2553,Sports,30628.95,2024-09-17,North,Net Banking
1387,C1529,Toys,49341.03,2024-11-11,East,Credit Card
1388,C0816,Beauty,25553.3,2024-11-04,North,UPI
1389,C0160,Apparel,35735.87,2024-10-31,Central,Net Banking
1390,C0611,Beauty,44676.96,2024-09-18,East,COD
1391,C1305,Apparel,19768.14,2024-11-18,East,COD
1392,C1378,Beauty,41447.81,2024-11-08,West,Wallet
1393,C2306,Home & Kitchen,23848.65,2024-09-03,East,Debit Card
1394,C2760,Electronics,48997.92,2024-11-14,East,Wallet
1395,C2819,Sports,1526.03,2024-10-31,East,Wallet
1396,C2370,Beauty,11530.65,2024-09-07,Central,Net Banking
1397,C0699,Beauty,31524.46,2024-11-19,West,Credit Card
1398,C2789,Apparel,1771.21,2024-11-29,North,Credit Card
1399,C0078,Books,15820.89,2024-09-20,West,Wallet
1400,C0836,Books,25189.61,2024-11-18,West,Wallet
1401,C2980,Electronics,35346.61,2024-11-06,South,COD
1402,C1332,Sports,24021.87,2024-10-19,East,Credit Card
1403,C1883,Beauty,17246.89,2024-10-16,East,COD
1404,C1984,Apparel,47874.4,2024-10-06,Central,Debit Card
1405,C0922,Home & Kitchen,38603.48,2024-11-30,South,Wallet
1406,C2888,Books,15987.63,2024-10-15,Central,Wallet
1407,C1121,Home & Kitchen,6268.33,2024-11-26,Central,Net Banking
1408,C1617,Toys,17386.71,2024-09-19,East,UPI
1409,C1179,Sports,4134.67,2024-10-27,East,Wallet
1410,C1963,Apparel,10261.99,2024-11-08,East,COD
1411,C2852,Home & Kitchen,7035.19,2024-11-18,Central,Credit Card
1412,C0994,Electronics,33556.73,2024-11-07,South,Wallet
1413,C0954,Electronics,5188.86,2024-10-13,West,UPI
1414,C2791,Toys,7044.86,2024-11-10,South,Net Banking
1415,C2675,Books,23975.94,2024-09-26,East,Debit Card
1416,C1170,Sports,3145.3,2024-09-12,Central,Credit Card
1417,C2192,Sports,36210.26,2024-09-05,South,Net Banking
1418,C0721,Electronics,49858.16,2024-10-21,West,Credit Card
1419,C1186,Electronics,660.5,2024-11-12,Central,UPI
1420,C1373,Home & Kitchen,22825.58,2024-11-22,Central,COD
1421,C2024,Apparel,42581.77,2024-10-30,East,Credit Card
1422,C0462,Home & Kitchen,8291.21,2024-10-29,East,Wallet
1423,C0763,Electronics,36882.57,2024-10-08,Central,Wallet
1424,C0792,Apparel,30624.53,2024-11-21,West,Net Banking
1425,C2111,Home & Kitchen,4518.54,2024-11-25,North,Credit Card
1426,C0576,Books,16314.36,2024-10-02,North,Debit Card
1427,C1572,Apparel,22446.43,2024-10-05,East,Debit Card
1428,C2386,Sports,28728.29,2024-10-04,East,Wallet
1429,C0968,Electronics,33454.75,2024-10-30,East,Credit Card
1430,C1661,Sports,25224.52,2024-11-30,East,Wallet
1431,C0481,Sports,45822.29,2024-10-08,East,COD
1432,C0905,Apparel,47875.55,2024-11-01,South,Net Banking
1433,C2482,Home & Kitchen,20908.11,2024-11-10,West,COD
1434,C2721,Toys,11075.9,2024-10-02,Central,UPI
1435,C2153,Books,26502.02,2024-10-17,North,COD
1436,C0460,Electronics,41471.95,2024-11-04,South,COD
1437,C2199,Apparel,8392.95,2024-11-06,West,UPI
1438,C2787,Apparel,35901.51,2024-11-02,North,COD
1439,C1825,Toys,2969.66,2024-09-17,Central,Net Banking
1440,C1872,Beauty,3074.29,2024-10-30,East,Wallet
1441,C0090,Books,12870.97,2024-09-01,South,COD
1442,C0300,Electronics,21299.13,2024-11-29,North,COD
1443,C0247,Electronics,49308.63,2024-10-31,North,Debit Card
1444,C1675,Apparel,38493.81,2024-11-22,West,Debit Card
1445,C1567,Books,43506.09,2024-10-19,West,UPI
1446,C2797,Sports,43751.78,2024-09-18,East,UPI
1447,C0732,Beauty,19773.32,2024-09-17,South,UPI
1448,C0094,Home & Kitchen,23256.59,2024-11-09,West,COD
